"","Acinar","Adipocyte","Alpha_cell","Beta_cell","Duct","Endothelium","Hepatocyte","Neuron","Oligodendrocyte","Vasc_endothelium","Amniotic_epithelial_cell","Amniotic_membrane","Aortic_smooth_muscle_cell","Astrocyte","Bronchial_epithelial_cell","CD14+_Monocytes","CD19+_B-cells","CD4+_T-cells","CD56+_NK-cells","CD8+_T-cells","Cardiac_fibroblast","Cardiac_muscle_cell","Chorionic_membrane","Choroid_plexus_epithelial_cell","Eosinophils","Epithelial_cell_of_alveolus_of_lung","Epithelial_cell_of_esophagus","Epithelial_cell_of_prostate","Epithelial_cell_of_proximal_tubule","Fibroblast","Iris_pigment_epithelial_cell","Kidney_epithelial_cell","Left_atrium","Liver","Mammary_epithelial_cell","Muscle","Neutrophils","Non-pigmented_ciliary_epithelial_cell","Omentum","Placental_chorionic_villi","Placental_decidua","Placental_mesenchyme","Placental_trophoblast","Renal_cortical_epithelial_cell","Skeletal_muscle_cell","Umbilical_cord","Bladder","Breast","Cervix","Colon","Esophagus","Head_and_kneck","Kidney","Lung","Testes","Prostate","Rectum","Mesenchyme","Skin","Stomach","Thyroid","Uterus"
"cg00050152",0.0188970734914201,0.182753375408505,0.0221720390729866,0.0256817910855939,0.0143419187936107,0.0181524348626671,0.011685357363455,0.013788965122136,0.015077922714501,0.0168718255596678,0.0163489047441807,0.0141209293984288,0.0256593899629735,0.0153477111102172,0.0159580001879812,0.0227263441841998,0.0426650143358142,0.0180654741079526,0.0508042573921545,0.0528998663966505,0.017418140221385,0.0184377009775489,0.0161513059929091,0.0186931373262641,0.0218574354393148,0.0167235971257174,0.0184528045538591,0.0209342689683512,0.0360371216928295,0.0217730022686069,0.0188782529415904,0.0178412167312107,0.015840342508909,0.0342239263858745,0.0198084810723808,0.0221788969911219,0.0212198736945242,0.015537646443777,0.0547910620383889,0.0234571071489677,0.00836012446523635,0.028298227974228,0.0273000398130025,0.019817471207184,0.0172744795682497,0.0273098852793561,0.0268117852705347,0.114109330653615,0.0182149769319669,0.0231113853173315,0.0220398520822562,0.0189217693915765,0.023219964029123,0.02237537860535,0.0198636140461223,0.0177862149176554,0.0302411865983415,0.0117126032083861,0.0184788559889872,0.195930096211253,0.0312868623789858,0.0203457918560255
"cg00216961",0.0361534426097644,0.44159432756794,0.0386767605394372,0.0425659894501954,0.0282652532827242,0.424714662928541,0.0237451397518982,0.0345923760950657,0.0335524034879587,0.302773342710325,0.0199826137507685,0.0243374477734197,0.0277201137832701,0.0325882310748931,0.0185323186093498,0.0247463857363956,0.0893049462767194,0.0320962780806923,0.0556093214465546,0.0572755955297074,0.0301991105396828,0.0254961062156601,0.139879989587293,0.0233013938042998,0.0242830374919164,0.0254452081811794,0.0249102185763328,0.0223787386117553,0.0359914170146957,0.0251648884754279,0.021978495505863,0.0211011920111484,0.375133809763175,0.0457735233635875,0.0311890721352753,0.134285839411019,0.0206767756390895,0.0241852955741774,0.172819108711198,0.212782001654615,0.10941532114479,0.234665911822067,0.163798125444163,0.020591900978774,0.0169052096143174,0.0300477668912489,0.161860315230497,0.224500641767152,0.229394125213251,0.0798124938996692,0.188185294670069,0.133229963257796,0.0385464240661327,0.326808887685467,0.0364529869602735,0.0819915886600921,0.0796042289709367,0.215164353755319,0.085481678857339,0.279753241748055,0.0909046520512576,0.182042214057928
"cg00204782",0.0658738761601755,0.583516072937931,0.106933766346125,0.224199617051409,0.0527221412069515,0.301393976025376,0.0557622065014736,0.278878628822175,0.0719154976718935,0.45661660701703,0.0376610349866022,0.0420043393622794,0.255680329069689,0.0777817629926507,0.279306305112433,0.048814658087395,0.0613260033433279,0.0397360438976922,0.0518348032968307,0.0538006619213123,0.0738330855729129,0.0710334128740737,0.0463169380641565,0.0656838212648523,0.0453651165125006,0.0688886777314297,0.139353678258949,0.365453560085247,0.0697998606075804,0.43168118851055,0.0482252354236652,0.0723866162409952,0.0588674495285275,0.0704541697051393,0.0909244984259406,0.435570609022375,0.0467175324069643,0.0590284881034423,0.0871567901151868,0.0538428991225959,0.0371346753333002,0.0678661804223217,0.0583229634460781,0.0705025670140782,0.371267317684834,0.0629710176083914,0.160170040171927,0.391152635817475,0.171387885151463,0.0624302751407361,0.114020194408759,0.310582532162013,0.0440092333501987,0.283827254422803,0.0512399245508365,0.349207725973973,0.0561351159355065,0.2582952661842,0.137225183833722,0.151135503594556,0.205454145646241,0.171675050368091
"cg00104845",0.0126708241012659,0.315686710153554,0.0245136884525754,0.0252392249935793,0.0258087343604452,0.0133289359479292,0.0126411628594303,0.0138062701731736,0.0190533530756743,0.0250478366349042,0.012914135151668,0.0109418207724549,0.0153259575950809,0.0223280118837171,0.0145719441951584,0.0161258907158858,0.0314472651331536,0.0387952332169948,0.0893208786146459,0.0987310832290174,0.094869875914835,0.251692764179682,0.0290723607533427,0.237714393695061,0.0143809793498532,0.115203860862791,0.0143318778836487,0.0204478520247611,0.102971601099908,0.0365115291028723,0.0136819643099851,0.0155865088059872,0.203621143529002,0.124636480937186,0.0256880123929028,0.282401693187162,0.0163365578871054,0.0139891950326945,0.163984142937995,0.0617850972778301,0.0153927641899756,0.0629223263228829,0.0487090514085189,0.0133983674888033,0.0282607407384171,0.0209422010345623,0.128163783393222,0.353154172166304,0.132748198747265,0.344066589926001,0.291601896128225,0.124233251999773,0.0344849714735504,0.0707023655138601,0.0166850815681195,0.098142479494791,0.382339072661864,0.129930089205674,0.0570101486382729,0.253917308665028,0.0455558931315024,0.0949823158683019
"cg00446235",0.00782926120096787,0.404750865844287,0.0115752516234998,0.0176816004528761,0.00796991119010005,0.133125143513558,0.00848957677216459,0.153223666298033,0.222232729657363,0.304232657728918,0.00694531243387461,0.0180424070346476,0.0966149315470856,0.378491761357053,0.00908507544959656,0.0295784435680526,0.0273797445447739,0.0263774532376787,0.0310765776951899,0.0354536658388728,0.141778673553489,0.0741439747027645,0.340519155795551,0.214202202515704,0.0281295985240396,0.285685799764513,0.00888516181104951,0.00872793356657147,0.00912569241477589,0.305467196742541,0.160850525551678,0.01612626110987,0.32445791375408,0.11175662934415,0.00884716777691612,0.126061199716805,0.0300644926140588,0.0186012137196759,0.181043304595218,0.317977259083244,0.1413443111787,0.363253774776488,0.244524593595242,0.00935366093410587,0.097559339408601,0.157296833410999,0.196101619657906,0.223537202564091,0.208201111413582,0.0797136958309734,0.075053085405206,0.116620617950791,0.154037923275231,0.248979771949073,0.0932019437365172,0.0776698487374369,0.0887041299888327,0.235637735299029,0.180934643456356,0.0647660195160305,0.0710339424573106,0.153239673442708
"cg00050247",0.0586065404283641,0.14252541940508,0.0395508124414068,0.031669074630176,0.0204389547991989,0.0497718497267971,0.177868970135293,0.192151720410167,0.20159531532046,0.0376154531628937,0.0306401705987796,0.0199411481158325,0.0276014764611086,0.0309062106889318,0.0308323519462152,0.0470247736440087,0.0396886732504868,0.0357595387512205,0.046133274000887,0.049425794369325,0.0429442613885469,0.0337423487383148,0.0232253038020824,0.0440745789526367,0.0342028110637516,0.0426799124987816,0.0374781052964877,0.0289843595017096,0.0341510811768036,0.0284261561139298,0.0323786632978284,0.0341622705464286,0.0392700146983671,0.0417834856742125,0.0349241104821869,0.0404711682385615,0.0377378086584729,0.0412998392024484,0.0414944903054123,0.0433289192894478,0.0197727686686893,0.0443070030430901,0.0428806473308101,0.029378832376408,0.0269426375074724,0.0505625376883254,0.0338500667877124,0.0365623854891069,0.032330633241347,0.0393490574732239,0.0323870717998293,0.0368933002760033,0.0335112546997448,0.0312853238940433,0.0473188327244483,0.0352030789624433,0.0467816017170199,0.0159027331242643,0.0286513829286594,0.021801299121328,0.0348229052969959,0.0426312216143292
"cg00052578",0.0304644785413458,0.367024124941542,0.0509286317358181,0.0590272563100335,0.052272721749784,0.256678366719771,0.0507284852458239,0.05471242763745,0.100579847664255,0.0643715345301457,0.036865547673077,0.0744188353043597,0.0631701187625529,0.0491014806511914,0.0690150028355014,0.0335430448551721,0.0592785883281276,0.0407393907497906,0.0406757938387774,0.0622955130535549,0.0949001844978781,0.0975380264386885,0.115914966178203,0.0916781083553617,0.0269817208921962,0.0300379276348153,0.0292239329618004,0.0276840502026741,0.122018772466247,0.032388077121541,0.0586279669286448,0.133109730010391,0.186388596361554,0.0963819870643059,0.0273560908323578,0.163039540430256,0.0301957672462941,0.169065148485427,0.158343412956238,0.469064681184187,0.0699611836300832,0.242316532081134,0.352407676204485,0.0947310943058103,0.104626040650696,0.0970837471527727,0.0897226644597111,0.183143884740686,0.223382122496279,0.163606707709282,0.114861099170924,0.203248019454151,0.117609398098502,0.233009920596124,0.230226871495216,0.0487262998993501,0.175987674591419,0.298543991835161,0.145742394894624,0.0619459222233538,0.0823147851354475,0.172323829578696
"cg00223681",0.0657747278540544,0.859356396978798,0.0519113306015409,0.0514860733832726,0.0453277274869829,0.663108409439505,0.0368588823788887,0.0468988698129449,0.073791571202107,0.709844681083851,0.154077021551881,0.0319114351737103,0.113281663321136,0.143991146740873,0.0807878088903072,0.142683429011626,0.227703603201128,0.172134092361098,0.185119269332194,0.205770755430756,0.121206841502313,0.0964120804588559,0.0860048711935646,0.0465776335765783,0.152137070692456,0.111234728321622,0.0942083905255906,0.284891728157272,0.632894440682893,0.407099630947875,0.206714122453271,0.374254340532625,0.370181212354515,0.121377815149495,0.030953953757526,0.802892181350867,0.156633296903821,0.0638916074485971,0.311320691174877,0.306270691559375,0.358730338508893,0.245559289138858,0.326414279475674,0.306656750993583,0.464470681822803,0.306866530589303,0.308024566955422,0.496076095430173,0.579751504062605,0.547353915717266,0.25979706015474,0.226562751908976,0.491676442453308,0.153513775196021,0.721310079779402,0.259648395030343,0.554319261525848,0.5623746823399,0.232855579392311,0.320836135443615,0.143174429077683,0.593607406681332
"cg00061629",0.0419853858953569,0.908199357434453,0.0964789537940839,0.170333824624653,0.122574914916981,0.038708835531243,0.112939386126751,0.125907660111608,0.084449036932445,0.424715550028242,0.0287779011900107,0.430345196966601,0.0289113195953373,0.0818675202518528,0.0819540578445722,0.0587849272266706,0.0917722077204406,0.10332216626286,0.0618314590971396,0.0791965690362309,0.422291205516985,0.392647025699867,0.295549738064359,0.109262303854002,0.0546029510306326,0.0511862665382428,0.0549693402000201,0.134426137023398,0.0692366510644112,0.813294228951968,0.668430992096435,0.115062122663912,0.539198349144207,0.306116188440657,0.575301074090497,0.861750029326646,0.0555865566172688,0.0425459976960402,0.698153945458942,0.29630078468727,0.298901093456381,0.334863280391561,0.337985664841091,0.0408251226095925,0.496654742871572,0.598559529584288,0.367392993357807,0.742624218873358,0.785684133984435,0.31648933699658,0.319091316099479,0.529228882214275,0.544171121991008,0.242243227865223,0.25041571413791,0.409463280354221,0.269835977412486,0.429658412595746,0.481364345197134,0.201104946187655,0.302560219752638,0.542423856283978
"cg00457913",0.0216414430773493,0.32789792767635,0.0280640061359691,0.0274140263773916,0.0158484581942487,0.0736778356367842,0.0353140827050251,0.0239035375434521,0.0409825053587284,0.30541722321615,0.0183377713680739,0.0317691121303859,0.0262043361804427,0.0155909491824663,0.015769637446711,0.151010291944014,0.303950530361145,0.1922616611098,0.275166007191144,0.289636479479075,0.0173655051485017,0.0149517614774109,0.0287231222850831,0.0254278448180482,0.138305072001615,0.0159384031524234,0.0232187757511197,0.0286326723596866,0.0358458822434826,0.0531416678852335,0.0304444004492859,0.0149247368794527,0.131816849057685,0.156804078242482,0.0159869566683293,0.228705308465155,0.145684941908487,0.0178831711471714,0.2003936130389,0.11733681893235,0.128799071111044,0.202581759085175,0.147131119344936,0.0245369802478418,0.02670737518664,0.0403087125314908,0.186293382079486,0.219735060332788,0.10025709677891,0.221013089842954,0.226923748867011,0.22390584640465,0.0779565812548102,0.129133664649126,0.0385523943663815,0.121055112746601,0.181256163838414,0.163044613573703,0.233964823337525,0.387001666637978,0.148757063216371,0.106558582190435
"cg00455424",0.0176042300753297,0.0160708976310946,0.499722286817391,0.0428944988434403,0.0246724072352106,0.0171806781257914,0.0157898716696884,0.24169296952673,0.0284227444399131,0.0628202621022934,0.0134792216113538,0.0153196665917824,0.01781076287395,0.0140586154776795,0.0144332383480564,0.0170492578266075,0.0170530218921632,0.0162859567382774,0.018482037588602,0.022484163254269,0.0141802233888555,0.0167104606110422,0.0148888631564384,0.0159726379081687,0.0158731476750216,0.0170748499575028,0.0133117964341047,0.0152643794738645,0.158622975828182,0.0138174481616459,0.0117764518075318,0.0149823423353501,0.01852711988125,0.0142163439074353,0.013155617227704,0.0140221142207335,0.0152208936703672,0.0182774727995639,0.0224757390136617,0.0201981457130645,0.0135002462570699,0.0202358500367828,0.0216652938764097,0.0152144180977222,0.0172009096945763,0.0198846920248215,0.0172570360277379,0.022854580047692,0.0175655215822979,0.117301194383257,0.014786515491503,0.0172219937235784,0.0629638641624805,0.0272011731695347,0.0236329455984279,0.0529102192205721,0.106711262444026,0.0135714357700174,0.0169261866798569,0.0138860603690308,0.0202843373242832,0.0235207665712879
"cg00473416",0.132295351869062,0.0224201089936606,0.651989315472474,0.509167121063661,0.0251886200151716,0.0205393272617375,0.0301472314051718,0.195818564629929,0.0931299493500888,0.0293132623043387,0.0152262110831769,0.0212831294373365,0.0367385680197435,0.0314663049646554,0.0176770913880373,0.0276334748939733,0.0392244926808019,0.031634648874357,0.0313359257188549,0.042111768927709,0.0201765826301446,0.0181751840767308,0.174721728604091,0.0175497608251096,0.023183387996133,0.0199205247435742,0.0164621603348099,0.0174538528102733,0.0196829500636473,0.0192775000237691,0.0182548146717616,0.0179314732817142,0.0219942949985334,0.0551638028317834,0.0170508937461903,0.0244579219337948,0.0259880100726493,0.0219888290051268,0.0261449420757667,0.148169833313338,0.0178705165746928,0.237452209498572,0.301585644749569,0.0179190810424676,0.0163886285689551,0.0269852379308085,0.0230113873482922,0.0231272106027863,0.01819680602254,0.0348414954508725,0.0192261071975804,0.0260128959559312,0.0179647207026817,0.022616307214034,0.0201403959331165,0.0214086279964329,0.0221980665298243,0.0169168686465401,0.0309378709889351,0.062849030621958,0.0220921950154177,0.0215706948599769
"cg00475193",0.0156930632893656,0.0158552336489882,0.214761782792877,0.0199327447236801,0.0147627332425712,0.0179984653240737,0.0195147066146571,0.0163224623919643,0.0133557519149698,0.0183204298757193,0.0141756999713384,0.017964022927376,0.0166053875186819,0.014920110370983,0.0201724101291478,0.0195038146504866,0.0257991886851734,0.0184736791848094,0.0176353873082055,0.0197920600255778,0.0196380792025585,0.0202703375242096,0.0363871393886955,0.0128574931474978,0.0171235909408166,0.0304735514043838,0.0179420657478793,0.0161778439831001,0.0156651063260334,0.0280108540387718,0.0185244752212889,0.0250596480980386,0.0146990712616425,0.0183654645263538,0.0098950505500248,0.0205631458770051,0.0209734907963746,0.0160145322804175,0.02149878793171,0.0520311250900217,0.017484076363242,0.0662728559057,0.0317781070855236,0.0168932740680058,0.0157904613107014,0.0366959891569136,0.0269725719036668,0.0202860058263602,0.0152242149588124,0.019513619692637,0.0187468152156901,0.0380095642704341,0.0157158433909778,0.0217598012825046,0.0208667198589687,0.0276490649637465,0.0210818934191389,0.0115754736220732,0.0141995000199988,0.0337037792261948,0.0195360015336454,0.0221094003350495
